SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate
"29301","40367","1","2019","Normal","BrickHeadz","Licensed","Miscellaneous","Lady Liberty","X","40367-1","9.99","9.99","12.99","9.99","12/06/2019 00:00:00","04/04/2023 00:00:00","153","","Box","LEGO exclusive","6275995","6275994","5702016538946","","9.1","12.2","7.8","","10","","8068","971","2","2","X","10","12.8400","9.1700","","01/06/2019 00:00:00","31/12/2022 00:00:00"
"29566","40368","1","2019","Normal","Xtra","Miscellaneous","Accessories","Xmas Accessories","X","40368-1","3.99","3.99","","3.99","","","32","1","Polybag","LEGO exclusive","6277211","6277211","","673419313667","14","17","0.8","0.025","","","2398","709","1","1","X","4","8.3600","5.0000","","01/10/2019 00:00:00","31/12/2020 00:00:00"
"29593","40432","1","2019","Normal","Miscellaneous","Miscellaneous","","Rebuild the World minifigure","X","40432-1","","","","","","","6","","Polybag","{Not specified}","","6300129","","673419317832","","","","","6","","21","152","0","1","","0","","","","",""
"29616","40433","1","2019","Normal","DC Comics Super Heroes","Licensed","Batman 1989","1989 Batmobile - Limited Edition","X","40433-1","","","","","","","366","","Box","LEGO exclusive","6289501","6289499","5702016618747","673419317849","35.4","19.1","7","","7","","4977","2244","2","2","X","5","108.1900","83.7500","Adam Grabowski,","29/11/2019 00:00:00","31/12/2019 00:00:00"
"29651","40434","1","2019","Normal","Creator","Model making","Seasonal","Reindeer","X","40434-1","","","","","","","77","","Polybag","LEGO exclusive","6295296","6295294","5702016680614","","17","17","1","0.038","6","","3153","442","2","1","X","4","9.0400","4.0000","","01/11/2019 00:00:00","31/12/2019 00:00:00"
"29563","40435","1","2019","Normal","Promotional","Miscellaneous","Gift with Purchase","Plants from Plants","X","40435-1","","","","","","","29","","Box","LEGO exclusive","6295280","","","673419323857","12.2","9.1","5.9","","6","","479","279","1","0","X","0","8.5600","","","01/08/2019 00:00:00","31/12/2020 00:00:00"
"28498","41158","1","2019","Normal","Disney","Licensed","Aladdin","Jasmine's Petite Tower","X","41158-1","9.99","8.99","13.99","9.99","02/01/2019 00:00:00","11/01/2020 00:00:00","49","1","Box","Retail","6250796","6250663","5702016364330","673419302197","14.1","12.2","4.6","0.09","4","","1154","291","2","4","X","0","9.1400","6.9600","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28497","41159","1","2019","Normal","Disney","Licensed","Cinderella","Cinderella's Carriage Ride","X","41159-1","19.99","17.99","24.99","19.99","02/01/2019 00:00:00","28/03/2019 00:00:00","91","1","Box","Retail","6250841","6250838","5702016368178","673419302357","26.2","14.1","6.1","0.24","4","","821","315","2","4","X","0","28.3100","15.9800","Ollie Gregory,","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28496","41160","1","2019","Normal","Disney","Licensed","The Little Mermaid","Ariel's Castle","X","41160-1","24.99","21.99","34.99","24.99","02/01/2019 00:00:00","08/01/2020 00:00:00","115","1","Box","Retail","6250992","6250856","5702016368246","673419301602","26.2","19.1","6.1","0.31","4","","610","324","2","4","X","0","28.3100","19.2000","Astrid Bonfante,","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28495","41161","1","2019","Normal","Disney","Licensed","Aladdin","Aladdin's and Jasmine's Palace Adventures","X","41161-1","29.99","24.99","39.99","29.99","02/01/2019 00:00:00","10/01/2020 00:00:00","193","2","Box","Retail","6250995","6250994","5702016368581","673419301619","26.2","19.1","6.1","0.38","5","","1143","460","2","4","X","0","47.3200","29.2600","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28494","41162","1","2019","Normal","Disney","Licensed","Disney Princess","Ariel, Aurora, and Tiana's Royal Celebration","X","41162-1","39.99","39.99","49.99","44.99","02/01/2019 00:00:00","03/12/2019 00:00:00","282","3","{Not specified}","{Not specified}","6250997","6250996","5702016368598","673419301626","28.2","26.2","7.6","","","","753","376","4","4","X","0","67.1800","34.9500","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28493","41163","1","2019","Normal","Disney","Licensed","Tangled","Rapunzel's Small Tower","X","41163-1","9.99","8.99","13.99","9.99","02/01/2019 00:00:00","12/01/2020 00:00:00","44","1","Box","Retail","6251001","6251000","5702016368604","673419301633","14.1","12.2","4.6","0.09","5","","853","268","2","4","X","0","10.0500","8.0000","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"29339","41164","1","2019","Normal","Disney","Licensed","Frozen II","Enchanted Treehouse","X","41164-1","49.99","44.99","69.99","48.73","04/10/2019 00:00:00","21/01/2021 00:00:00","302","3","Box","Retail","6251006","6251003","5702016368611","","38.2","26.2","5.7","","","","1267","396","2","4","X","0","30.0000","20.8300","","04/10/2019 00:00:00","31/12/2020 00:00:00"
"29340","41165","1","2019","Normal","Disney","Licensed","Frozen II","Anna's Canoe Expedition","X","41165-1","19.99","17.99","24.99","19.99","04/10/2019 00:00:00","02/10/2021 00:00:00","108","2","Box","Retail","6251052","6251049","5702016368628","","26.2","14.1","7.2","","","","1926","278","2","4","X","9","13.0600","8.4700","Astrid Bonfante,","04/10/2019 00:00:00","31/07/2021 00:00:00"
"29341","41166","1","2019","Normal","Disney","Licensed","Frozen II","Elsa and the Reindeer Carriage","X","41166-1","29.99","24.99","39.99","29.99","04/10/2019 00:00:00","20/11/2022 00:00:00","116","1","Box","Retail","6251055","6251054","5702016368635","","26.2","19.1","6.1","","","","1860","318","2","4","X","11","22.5500","14.7800","Astrid Bonfante,","04/10/2019 00:00:00","31/12/2022 00:00:00"
"29342","41167","1","2019","Normal","Disney","Licensed","Frozen II","Arendelle Castle Village","X","41167-1","79.99","74.99","99.99","79.99","04/10/2019 00:00:00","14/10/2021 00:00:00","521","3","Box","Retail","6251057","6251056","5702016368642","","35.4","37.8","7.1","","","","1575","460","4","2","X","5","71.5100","44.8000","Ollie Gregory,","04/10/2019 00:00:00","31/12/2021 00:00:00"
"29343","41168","1","2019","Normal","Disney","Licensed","Frozen II","Elsa's Jewellery Box Creation","X","41168-1","39.99","34.99","49.99","39.99","04/10/2019 00:00:00","01/03/2024 00:00:00","300","1","Box","Retail","6251063","6251060","5702016368659","673419302883","28.2","26.2","7.6","","","","1876","286","2","4","X","0","35.1200","19.7500","","04/10/2019 00:00:00","31/12/2023 00:00:00"
"29344","41169","1","2019","Normal","Disney","Licensed","Frozen II","Olaf","X","41169-1","14.99","12.99","19.99","14.61","04/10/2019 00:00:00","04/12/2020 00:00:00","122","","Box","Retail","6283898","6283893","5702016604092","","19.1","14.1","4.6","","","","3842","409","2","4","X","5","10.2200","6.3500","Ollie Gregory,","04/10/2019 00:00:00","31/12/2020 00:00:00"
"29071","41337","1","2019","Normal","Friends","Modern day","Amusement Park","Underwater Loop","X","41337-1","29.99","24.99","39.99","29.23","02/08/2019 00:00:00","03/12/2020 00:00:00","389","2","Box","Retail","6275797","6275791","5702016537802","","35.4","19.1","5.9","","7","","1124","459","2","4","X","0","24.5800","13.0000","Ricardo Silva,","01/06/2019 00:00:00","31/12/2020 00:00:00"
"28492","41354","1","2019","Normal","Friends","Modern day","Heart Box","Andrea's Heart Box","X","41354-1","7.99","7.99","9.99","7.99","02/01/2019 00:00:00","18/08/2019 00:00:00","84","1","Box","Retail","6251418","6251416","5702016368727","673419300230","20","19","7","0.14","","","943","192","2","5","X","0","7.0000","3.6400","Bas Brederode,","01/01/2019 00:00:00","31/07/2019 00:00:00"
"28491","41355","1","2019","Normal","Friends","Modern day","Heart Box","Emma's Heart Box","X","41355-1","7.99","7.99","9.99","7.99","02/01/2019 00:00:00","04/08/2019 00:00:00","85","1","Box","Retail","6251422","6251419","5702016368734","673419300247","20","19","7","0.14","","","1010","195","2","5","X","0","9.8400","4.3600","Bas Brederode,","01/01/2019 00:00:00","31/07/2019 00:00:00"
"28490","41356","1","2019","Normal","Friends","Modern day","Heart Box","Stephanie's Heart Box","X","41356-1","7.99","7.99","9.99","7.99","02/01/2019 00:00:00","26/07/2019 00:00:00","85","1","Box","Retail","6251425","6251424","5702016368741","673419303453","20","19","7","0.13","","","979","175","2","5","X","3","9.4700","4.8700","Bas Brederode,","01/01/2019 00:00:00","31/07/2019 00:00:00"
"28489","41357","1","2019","Normal","Friends","Modern day","Heart Box","Olivia's Heart Box","X","41357-1","7.99","7.99","9.99","7.99","02/01/2019 00:00:00","10/08/2019 00:00:00","85","2","Box","Retail","6251429","6251427","5702016368758","673419303460","20","19","7","0.14","","","1007","186","2","5","X","0","9.2700","4.8400","Bas Brederode,","01/01/2019 00:00:00","31/07/2019 00:00:00"
"28488","41358","1","2019","Normal","Friends","Modern day","Heart Box","Mia's Heart Box","X","41358-1","7.99","7.99","9.99","7.99","02/01/2019 00:00:00","04/08/2019 00:00:00","83","1","Box","Retail","6251431","6251430","5702016368765","673419303477","20","19","7","0.14","","","1052","186","2","5","X","0","7.5000","4.7600","Bas Brederode,","01/01/2019 00:00:00","31/07/2019 00:00:00"
"28487","41359","1","2019","Normal","Friends","Modern day","Heart Box","Heart Box Friendship Pack","X","41359-1","19.99","14.99","24.99","19.99","02/01/2019 00:00:00","12/01/2020 00:00:00","199","2","Box","Retail","6251433","6251432","5702016369472","673419303484","26.2","19.1","6.1","0.31","","","888","251","2","5","X","0","16.8300","12.1700","Ricardo Silva,","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28486","41360","1","2019","Normal","Friends","Modern day","Traffic","Emma's Mobile Veterinary Clinic ","X","41360-1","9.99","7.99","13.99","9.74","02/01/2019 00:00:00","26/02/2021 00:00:00","50","1","Box","Retail","6251668","6251667","5702016370249","673419303996","14.1","15.7","4.5","0.1","4","","1744","226","2","4","X","0","7.8500","2.2300","Ollie Gregory,","01/01/2019 00:00:00","31/12/2020 00:00:00"
"28485","41361","1","2019","Normal","Friends","Modern day","Farm","Mia's Foal Stable ","X","41361-1","19.99","14.99","24.99","19.49","02/01/2019 00:00:00","26/02/2021 00:00:00","118","1","Box","Retail","6251670","6251669","5702016370256","673419304009","26.2","19.1","6.1","0.29","4","","1263","272","2","5","X","0","13.0600","6.6200","Astrid Bonfante,","01/01/2019 00:00:00","31/12/2020 00:00:00"
"29070","41362","1","2019","Normal","Friends","Modern day","Heartlake City","Heartlake City Supermarket","X","41362-1","29.99","24.99","39.99","29.23","02/08/2019 00:00:00","11/06/2020 00:00:00","140","2","Box","Retail","6251673","6251671","5702016370263","","35.4","19.1","5.9","","4","","581","334","2","4","X","0","24.4000","17.9800","","01/06/2019 00:00:00","31/12/2020 00:00:00"
"28484","41363","1","2019","Normal","Friends","Modern day","Great Outdoors","Mia's Forest Adventure","X","41363-1","14.99","12.99","19.99","14.99","02/01/2019 00:00:00","11/01/2020 00:00:00","134","1","Box","Retail","6251494","6251492","5702016369380","673419303040","19.1","14.1","4.6","0.15","","","988","293","2","5","X","0","10.5000","4.8300","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28483","41364","1","2019","Normal","Friends","Modern day","Traffic","Stephanie's Buggy & Trailer ","X","41364-1","19.99","17.99","24.99","19.99","01/01/2019 00:00:00","06/02/2020 00:00:00","166","1","Box","Retail","6251497","","5702016369397","673419303552","26.2","19.1","6.1","0.29","","","896","260","2","4","X","0","10.8500","7.1400","","",""
"28438","41365","1","2019","Normal","Friends","Modern day","Heartlake City","Emma's Art Studio","X","41365-1","24.99","19.99","34.99","24.99","01/01/2019 00:00:00","02/12/2019 00:00:00","235","2","Box","Retail","6251501","","5702016369403","673419303569","22.2","26.2","6.2","0.42","","","1289","572","2","6","X","0","24.0200","18.2800","","",""
"28482","41366","1","2019","Normal","Friends","Modern day","Heartlake City","Olivia's Cupcake Cafe","X","41366-1","29.99","24.99","39.99","29.23","01/01/2019 00:00:00","26/11/2020 00:00:00","335","2","Box","Retail","6251503","6251502","5702016369410","673419303576","28.2","26.2","7.6","0.56","","","1466","416","2","7","X","0","27.5000","15.0000","","",""
"28481","41367","1","2019","Normal","Friends","Modern day","Sports","Stephanie's Horse Jumping","X","41367-1","39.99","34.99","49.99","38.98","02/01/2019 00:00:00","22/11/2020 00:00:00","337","2","Box","Retail","6251505","6251504","5702016369427","673419303583","38.2","26.2","5.65","0.59","","","865","297","2","5","X","0","36.1200","23.1100","Ellen Bowley,","01/01/2019 00:00:00","31/12/2020 00:00:00"
"28480","41368","1","2019","Normal","Friends","Modern day","Music","Andrea's Talent Show","X","41368-1","49.99","44.99","69.99","49.99","02/01/2019 00:00:00","31/03/2020 00:00:00","492","2","Box","Retail","6251508","6251507","5702016369434","673419303590","48","28.2","6.1","0.72","7","","571","332","2","5","X","0","30.8900","","David Tauzia,","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28479","41369","1","2019","Normal","Friends","Modern day","Houses","Mia's House","X","41369-1","69.99","59.99","89.99","68.23","02/01/2019 00:00:00","26/02/2021 00:00:00","715","3","Box","Retail","6251511","6251510","5702016369441","673419303606","54","28.2","7.85","1.12","","","1461","534","2","5","X","0","63.0200","29.5000","Antica Bracanov,","01/01/2019 00:00:00","31/12/2020 00:00:00"
"29072","41371","1","2019","Normal","Friends","Modern day","Traffic","Mia's Horse Trailer","X","41371-1","29.99","24.99","39.99","29.23","02/08/2019 00:00:00","08/01/2021 00:00:00","216","2","Box","Retail","6251650","6251649","5702016369151","","35.4","19.1","7","","","","926","288","2","4","X","0","23.8400","14.6100","","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29073","41372","1","2019","Normal","Friends","Modern day","Sports","Stephanie's Gymnastics Show","X","41372-1","29.99","24.99","39.99","29.23","02/08/2019 00:00:00","21/07/2020 00:00:00","241","2","Box","Retail","6251652","6251651","5702016369168","","35.4","19.1","5.9","","","","674","302","4","4","X","0","77.4900","28.2600","Antica Bracanov,","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29269","41373","1","2019","Normal","Friends","Modern day","Amusement Park","Funny Octopus Ride","X","41373-1","39.99","34.99","49.99","38.98","02/08/2019 00:00:00","03/12/2020 00:00:00","324","2","Box","Retail","6251654","6251653","5702016370171","673419302821","38.2","26.2","5.7","","7","","1164","526","2","4","X","0","45.9000","27.2300","","01/05/2019 00:00:00","31/12/2020 00:00:00"
"29074","41374","1","2019","Normal","Friends","Modern day","Summer","Andrea's Pool Party","X","41374-1","49.99","44.99","69.99","48.73","02/08/2019 00:00:00","12/02/2021 00:00:00","468","2","Box","Retail","6251656","6251655","5702016370188","","48","28.2","7.4","","","","869","393","2","10","X","0","54.6400","16.8000","Ellen Bowley,","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29075","41375","1","2019","Normal","Friends","Modern day","Amusement Park","Heartlake City Amusement Pier","X","41375-1","129.99","119.99","149.99","126.71","02/08/2019 00:00:00","08/01/2021 00:00:00","1251","7","Box","Retail","6251658","6251657","5702016370195","","58.2","37.8","10.3","","8","","1376","840","4","4","X","0","96.9100","58.2800","Ricardo Silva,","01/05/2019 00:00:00","31/12/2020 00:00:00"
"29066","41376","1","2019","Normal","Friends","Modern day","Rescue Mission","Turtles Rescue Mission","X","41376-1","19.99","17.99","24.99","19.49","01/07/2019 00:00:00","26/02/2021 00:00:00","225","2","Box","Retail","6251660","6251659","5702016370201","","26.2","19.1","6.1","","","","1964","440","2","4","X","0","23.6400","14.2300","","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29068","41378","1","2019","Normal","Friends","Modern day","Rescue Mission","Dolphins Rescue Mission","X","41378-1","39.99","34.99","49.99","38.98","02/08/2019 00:00:00","26/02/2021 00:00:00","363","2","Box","Retail","6251662","6251661","5702016370218","","38.2","26.2","5.7","","","","1902","573","4","4","X","0","36.3900","25.2900","David Tauzia,","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29076","41379","1","2019","Normal","Friends","Modern day","Heartlake City","Heartlake City Restaurant","X","41379-1","59.99","54.99","79.99","58.48","02/08/2019 00:00:00","27/01/2021 00:00:00","624","3","Box","Retail","6275799","6275798","5702016537819","","48","28.2","6.1","","","","1369","676","2","4","X","5","38.9000","29.5000","Wes Talbott,","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29067","41380","1","2019","Normal","Friends","Modern day","Rescue Mission","Lighthouse Rescue Centre","X","41380-1","59.99","54.99","79.99","58.48","02/08/2019 00:00:00","26/02/2021 00:00:00","602","2","Box","Retail","6251664","6251663","5702016370225","","48","28.2","7.4","","","","1562","603","4","4","X","0","46.9300","31.0600","","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29069","41381","1","2019","Normal","Friends","Modern day","Rescue Mission","Rescue Mission Boat","X","41381-1","89.99","84.99","109.99","87.72","02/08/2019 00:00:00","19/01/2021 00:00:00","908","4","Box","Retail","6251666","6251665","5702016370232","","48","37.8","9.4","","7","","1469","611","4","4","X","0","102.6200","40.0000","Bas Brederode,","01/06/2019 00:00:00","31/12/2020 00:00:00"
"29065","41382","1","2019","Normal","Friends","Modern day","Seasonal","LEGO Friends Advent Calendar","X","41382-1","29.99","22.99","39.99","24.99","01/09/2019 00:00:00","25/11/2019 00:00:00","330","3","Box","Retail","6251675","6251674","5702016370270","","38.2","26.2","7.1","","","","1192","234","1","2","X","4","17.6000","13.9000","David Tauzia,","01/09/2019 00:00:00","31/12/2019 00:00:00"
"28551","41383","1","2019","Normal","Friends","Modern day","Pets","Olivia's Hamster Playground","X","41383-1","9.99","8.99","13.99","9.74","02/01/2019 00:00:00","04/06/2020 00:00:00","81","1","Box","Retail","6259336","6259335","5702016394856","673419308977","14.1","12.2","4.6","0.1","","","1944","278","2","5","X","0","21.3600","4.8100","Antica Bracanov,","01/01/2019 00:00:00","31/07/2020 00:00:00"
"29270","41384","1","2019","Normal","Friends","Modern day","Summer Heart Box","Andrea's Summer Heart Box","X","41384-1","7.99","7.99","9.99","7.99","02/08/2019 00:00:00","19/01/2020 00:00:00","83","1","Box","Retail","6265417","6265416","5702016419832","","20","19","7","","","","667","163","2","2","X","0","10.0000","5.5200","Ellen Bowley,","01/06/2019 00:00:00","31/12/2019 00:00:00"
"29271","41385","1","2019","Normal","Friends","Modern day","Summer Heart Box","Emma's Summer Heart Box","X","41385-1","7.99","7.99","9.99","7.99","02/08/2019 00:00:00","24/01/2020 00:00:00","86","1","Box","Retail","6265420","6265419","5702016419849","","20","19","7","","","","676","151","2","2","X","3","7.9200","3.6400","Ellen Bowley,","01/06/2019 00:00:00","31/12/2019 00:00:00"
"29272","41386","1","2019","Normal","Friends","Modern day","Summer Heart Box","Stephanie's Summer Heart Box","X","41386-1","7.99","7.99","9.99","7.99","02/08/2019 00:00:00","12/01/2020 00:00:00","95","1","Box","Retail","6265422","6265421","5702016419856","","20","19","7","","","","701","149","2","2","X","0","11.0700","4.3900","Ellen Bowley,","01/06/2019 00:00:00","31/12/2019 00:00:00"
"29273","41387","1","2019","Normal","Friends","Modern day","Summer Heart Box","Olivia's Summer Heart Box","X","41387-1","7.99","7.99","9.99","7.99","02/08/2019 00:00:00","24/01/2020 00:00:00","93","2","Box","Retail","6265424","6265423","5702016419863","","20","19","7","","","","627","150","2","2","X","0","6.9900","5.2100","Ellen Bowley,","01/06/2019 00:00:00","31/12/2019 00:00:00"
"29274","41388","1","2019","Normal","Friends","Modern day","Summer Heart Box","Mia's Summer Heart Box","X","41388-1","7.99","7.99","9.99","7.99","02/08/2019 00:00:00","12/01/2020 00:00:00","85","1","Box","Retail","6265426","6265425","5702016468977","","20","19","7","","","","681","157","2","2","X","0","6.5900","2.5900","Ellen Bowley,","01/06/2019 00:00:00","31/12/2019 00:00:00"
"29092","41634","1","2019","Normal","BrickHeadz","Licensed","The LEGO Movie 2","Emmet","X","41634-1","14.99","","","","","","113","","Box","Retail - limited","6264260","","","673419309851","9.1","12.2","7.8","","10","","974","1626","1","2","X","0","123.9500","60.0000","","01/02/2019 00:00:00","28/02/2019 00:00:00"
"29098","41635","1","2019","Normal","BrickHeadz","Licensed","The LEGO Movie 2","Wyldstyle","X","41635-1","14.99","","","","","","134","","Box","Retail - limited","6264261","","","673419309868","9.1","12.2","7.8","","10","","958","1493","1","2","X","0","119.9600","50.0000","","01/02/2019 00:00:00","28/02/2019 00:00:00"
"29099","41636","1","2019","Normal","BrickHeadz","Licensed","The LEGO Movie 2","Benny","X","41636-1","9.99","","","","","","103","","Box","Retail - limited","6264262","","","673419309875","9.1","12.2","7.8","","10","","856","1874","1","0","X","0","131.0300","89.9900","","01/02/2019 00:00:00","28/02/2019 00:00:00"
"29100","41637","1","2019","Normal","BrickHeadz","Licensed","The LEGO Movie 2","Sweet Mayhem","X","41637-1","9.99","","","","","","137","","Box","Retail - limited","6264263","","","673419309882","9.1","12.2","7.8","","10","","813","1376","1","0","X","0","125.5100","59.9900","","01/02/2019 00:00:00","28/02/2019 00:00:00"
"28478","42088","1","2019","Normal","Technic","Technical","","Cherry Picker","X","42088-1","9.99","8.99","13.99","9.74","02/01/2019 00:00:00","19/06/2020 00:00:00","155","","Box","Retail","6259416","6259415","5702016396294","673419308144","15.7","14.1","6.1","0.16","7","","3483","399","4","4","X","0","15.7800","6.1300","","01/01/2019 00:00:00","31/12/2020 00:00:00"
"28433","42089","1","2019","Normal","Technic","Technical","","Power Boat","X","42089-1","14.99","14.99","19.99","14.99","01/01/2019 00:00:00","09/12/2019 00:00:00","174","","Box","Retail","6251434","6251428","5702016369342","673419303200","26.2","14.1","6.1","0.26","8","","2095","514","4","5","X","0","35.5600","8.9600","","",""
"28432","42090","1","2019","Normal","Technic","Technical","","Getaway Truck","X","42090-1","19.99","17.99","24.99","19.99","01/01/2019 00:00:00","11/11/2021 00:00:00","128","","Box","Retail","6251438","","5702016369359","673419303217","26.2","14.1","7.2","0.31","7","","2053","375","4","4","X","0","16.0300","8.8900","","",""
"28434","42091","1","2019","Normal","Technic","Technical","","Police Pursuit","X","42091-1","19.99","17.99","24.99","19.49","01/01/2019 00:00:00","23/11/2020 00:00:00","120","","Box","Retail","6251442","","5702016369366","673419303224","26.2","14.1","6.1","0.29","7","","2017","283","4","4","X","5","16.7500","10.5600","","",""
"28435","42092","1","2019","Normal","Technic","Technical","","Rescue Helicopter","X","42092-1","39.99","24.99","49.99","29.99","01/01/2019 00:00:00","17/10/2021 00:00:00","325","","Box","Retail","6251445","","5702016369571","673419303231","28.2","26.2","5.9","0.45","8","","2640","503","4","5","X","6","43.5000","11.2100","","",""
"28463","42093","1","2019","Normal","Technic","Technical","Licensed","Chevrolet Corvette ZR1","X","42093-1","49.99","39.99","69.99","39.99","02/01/2019 00:00:00","02/09/2021 00:00:00","579","","Box","Retail","6251448","6251446","5702016369588","673419303248","35.4","19.1","9.1","0.79","9","","8057","1200","4","3","X","22","48.5300","20.0700","","01/01/2019 00:00:00","31/07/2021 00:00:00"
"28405","42094","1","2019","Normal","Technic","Technical","","Tracked Loader","X","42094-1","79.99","54.99","99.99","59.99","02/01/2019 00:00:00","10/01/2020 00:00:00","827","","Box","Retail","6251543","6251542","5702016368055","673419303422","38.2","26.2","7.05","1.13","10","","2084","887","4","9","X","4","119.5300","44.0900","","01/01/2019 00:00:00","31/12/2019 00:00:00"
"28414","42095","1","2019","Normal","Technic","Technical","","Remote-Controlled Stunt Racer","X","42095-1","99.99","69.99","139.99","79.99","02/01/2019 00:00:00","15/09/2021 00:00:00","324","","Box","Retail","6251547","6251546","5702016368062","673419303439","38.2","26.2","7.05","0.79","9","","4782","855","4","4","X","5","97.0200","65.3600","","01/01/2019 00:00:00","31/12/2021 00:00:00"
"28440","42096","1","2019","Normal","Technic","Technical","Licensed","Porsche 911 RSR","X","42096-1","179.99","169.99","249.99","199.99","02/01/2019 00:00:00","16/01/2025 00:00:00","1580","","Box","Retail","6251551","6251550","5702016369878","673419303446","48","37.8","9.4","2.25","10","","9433","2607","2","6","X","0","145.7000","86.2800","","01/01/2019 00:00:00","31/12/2024 00:00:00"
"29033","42097","1","2019","Normal","Technic","Technical","","Compact Crawler Crane","X","42097-1","99.99","79.99","139.99","87.72","03/08/2019 00:00:00","31/10/2020 00:00:00","920","","Box","Retail","6251555","6251554","5702016369885","","35.4","37.8","9.4","","10","","2108","1195","4","4","X","7","107.5000","82.6600","","01/08/2019 00:00:00","31/07/2020 00:00:00"
"29032","42098","1","2019","Normal","Technic","Technical","","Car Transporter","X","42098-1","179.99","139.99","229.99","149.99","03/08/2019 00:00:00","08/12/2020 00:00:00","2493","","Box","Retail","6251557","6251556","5702016369892","","58.2","37.8","11.8","","11","","4335","1617","7","4","X","4","222.4300","181.2200","","01/08/2019 00:00:00","31/12/2020 00:00:00"
"29034","42099","1","2019","Normal","Technic","Technical","","4x4 X-Treme Off-Roader","X","42099-1","249.99","199.99","299.99","229.99","02/08/2019 00:00:00","04/11/2021 00:00:00","958","","Box","Retail","6251560","6251559","5702016369908","","48","37.8","11.8","","11","","3870","1702","2","4","X","9","244.3200","158.7800","","01/08/2019 00:00:00","31/12/2021 00:00:00"
"29035","42100","1","2019","Normal","Technic","Technical","Licensed","Liebherr R 9800","X","42100-1","449.99","399.99","549.99","449.99","02/10/2019 00:00:00","04/11/2021 00:00:00","4108","","Box","Retail","6251567","6251566","5702016369915","","58.2","48","17","","12","","5400","2713","4","10","X","15","629.1100","405.2900","","01/10/2019 00:00:00","31/12/2021 00:00:00"
"29358","42110","1","2019","Normal","Technic","Technical","Licensed","Land Rover Defender","X","42110-1","199.99","174.99","249.99","199.99","02/10/2019 00:00:00","17/12/2022 00:00:00","2573","","Box","Retail","6283904","6283901","5702016604115","","58.2","48","9.1","","11","","11577","2775","2","4","X","23","191.8500","139.5200","Milan Reindl,","01/10/2019 00:00:00","31/12/2022 00:00:00"
"29345","43172","1","2019","Normal","Disney","Licensed","Frozen","Elsa's Ice Palace","X","43172-1","79.99","64.99","99.99","69.99","07/08/2019 00:00:00","10/09/2021 00:00:00","701","7","Box","Retail","6288796","6288795","5702016618587","","35.4","37.8","7.1","","","","1394","482","2","8","X","5","90.5500","45.0000","","05/08/2019 00:00:00","31/12/2021 00:00:00"
"31597","45809","1","2019","Normal","Education","Educational","FIRST LEGO League Challenge","City Shaper Challenge Kit","","","","","","","","","2238","1","Box","Educational","","","","","","","","","","","39","22","0","0","X","0","100.0000","179.0600","","",""
"30882","45810","1","2019","Normal","Education","Educational","FIRST LEGO League Explore","BOOMTOWN BUILD Inspire Set","X","45810-1","","","","","","","739","","Box","Educational","6278912","6259933","","673419314145","38.2","26.2","9.4","","7","","41","50","6","0","X","0","91.5700","65.0000","","01/08/2019 00:00:00","31/12/2021 00:00:00"
"33911","45812","1","2019","Normal","Education","Educational","FIRST LEGO League Discover","BOOMTOWN BUILD Discovery Set","","","","","","","","","78","4","Box","Educational","","","","","","","","","4","6","11","10","0","0","X","0","","","","",""
"29324","60203","1","2019","Normal","City","Modern day","Town","Ski Resort","X","60203-1","89.99","74.99","119.99","77.97","01/09/2019 00:00:00","14/11/2020 00:00:00","806","11","Box","Retail","6283902","6283899","5702016595451","","47.6","37.5","6.5","1.502","6","","2859","1498","12","2","X","9","86.0500","85.1900","Pierre Normandin,","01/09/2019 00:00:00","31/12/2020 00:00:00"
"28477","60206","1","2019","Normal","City","Modern day","Sky Police","Jet Patrol","X","60206-1","9.99","7.99","13.99","9.74","01/01/2019 00:00:00","02/11/2020 00:00:00","54","2","Box","Retail","6251835","6251834","5702016369816","673419303729","15.6","14","6","0.145","4","","2678","419","2","5","X","5","10.1300","7.4100","","",""
